Rentrée universitaire,catégorie d'établissement,secteur d'établissement,code UAI de l'établissement,sigle de l'établissement,libellé de l'établissement,libellé complémentaire de l'établissement,Code UAI de la composante,sigle de la composante,libellé de la composante,libellé complémentaire de la composante,id région,région,id académie,académie,id département,département,id unité urbaine,unité urbaine,code commune,Commune,gps,degetu,degre_etudes,nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE,dont femmes,dont hommes
2022,"Écoles de commerce, gestion et vente",Privé,0352970N,EC TECH SUP PR,SDV EDU,CHANTEPIE,0352970N,EC TECH SUP PR,SDV EDU,CHANTEPIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35055,Chantepie,"48.09829176748678, -1.6227352061907667",2.0,BAC + 2,6,6,0
2022,"Écoles de commerce, gestion et vente",Privé,0353004A,EC TECH SUP PR,GROUPE AFTEC,WIN SPORT SCHOOL RENNES,0353004A,EC TECH SUP PR,GROUPE AFTEC,WIN SPORT SCHOOL RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09075242136242, -1.6312449374445546",2.0,BAC + 2,24,1,23
2022,"Écoles de commerce, gestion et vente",Privé,0353004A,EC TECH SUP PR,GROUPE AFTEC,WIN SPORT SCHOOL RENNES,0353004A,EC TECH SUP PR,GROUPE AFTEC,WIN SPORT SCHOOL RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09075242136242, -1.6312449374445546",5.0,BAC + 5,29,11,18
2022,"Écoles de commerce, gestion et vente",Privé,0353078F,OF TECH PRIV,ECOLE SUPERIEURE PRIVEE,ECOFAC BUSINESS SCHOOL RENNES,0353078F,OF TECH PRIV,ECOLE SUPERIEURE PRIVEE,ECOFAC BUSINESS SCHOOL RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12788306266749, -1.6135475350643786",2.0,BAC + 2,58,38,20
2022,Écoles normales supérieures,Public,0353074B,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,0352440M,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",5.0,BAC + 5,173,55,118
2022,Écoles normales supérieures,Public,0353074B,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,0352440M,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",6.0,BAC + 6 et plus,31,8,23
2022,Écoles d'ingénieurs,Privé,0292125C,ISEN BREST,ISEN YNCREA OUEST,ISEN YNCREA OUEST,0352824E,ISEN RENNES,ISEN YNCREA OUEST,ISEN YNCREA OUEST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12028584027187, -1.6277593949833185",1.0,BAC + 1,10,0,10
2022,Écoles d'ingénieurs,Privé,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",2.0,BAC + 2,107,58,49
2022,Écoles d'ingénieurs,Privé,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",4.0,BAC + 4,113,65,48
2022,Écoles d'ingénieurs,Privé,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,0352373P,EME BRUZ,ECOLE METIERS ENVIRONNEMENT,UNILASALLE - EME,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",5.0,BAC + 5,102,57,45
2022,Lycées,Public,0350026N,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MACE,0350026N,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MACE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11708074523634, -1.6702996079259036",2.0,BAC + 2,52,40,12
2022,Lycées,Public,0350028R,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,BREQUIGNY,0350028R,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,BREQUIGNY,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.08457245807521, -1.688419551002567",3.0,BAC + 3,53,42,11
2022,Lycées,Public,0350029S,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JOLIOT-CURIE,0350029S,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JOLIOT-CURIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12568718627173, -1.648130602070236",2.0,BAC + 2,195,24,171
2022,Lycées,Public,0350031U,LP LYC METIER,LP LYCEE DES METIERS,JEAN JAURES,0350031U,LP LYC METIER,LP LYCEE DES METIERS,JEAN JAURES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.0923865526355, -1.6879355434525904",1.0,BAC + 1,12,5,7
2022,Lycées,Public,0351878B,LP,LYCEE PROFESSIONNEL,COETLOGON,0351878B,LP,LYCEE PROFESSIONNEL,COETLOGON,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.122268057294775, -1.6935999776082489",1.0,BAC + 1,25,15,10
2022,Écoles préparant aux fonctions sociales,Privé,0350730D,EC SAN SOC,ECOLE DES METIERS SANITAIRES E,ASKORIA,0350730D,EC SAN SOC,ECOLE DES METIERS SANITAIRES E,ASKORIA,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.125758769482644, -1.7013896297672235",1.0,BAC + 1,343,280,63
2022,Universités,Public,0290346U,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352863X,INSPE RENNES,INSPE ACADEMIE RENNES,UNIVERSITE BREST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.122280577120854, -1.6840004580597403",4.0,BAC + 4,115,94,21
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0350919J,UFR STAPS,UFR STAPS,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",2.0,BAC + 2,582,203,379
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0350919J,UFR STAPS,UFR STAPS,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",3.0,BAC + 3,494,157,337
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0352424V,UFR ART LET,UFR ARTS LETTRES COMMUNICATION,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",6.0,BAC + 6 et plus,150,93,57
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0352426X,UFR SC HUM,UFR SCIENCES HUMAINES,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",5.0,BAC + 5,75,60,15
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0352427Y,UFR LG CULT,UFR LANGUES CULTURES ETR REG,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",6.0,BAC + 6 et plus,60,38,22
2022,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,DE RENNES 2,0352599K,CEFOCOP,ANT UFR SC HUMAINE CEFOCOP,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",3.0,BAC + 3,31,27,4
2022,Universités,Public,0353074B,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.121160332309735, -1.6684861638310517",0.0,Inférieur ou égal au baccalauréat,12,7,5
2022,Universités,Public,0353074B,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.121160332309735, -1.6684861638310517",2.0,BAC + 2,334,229,105
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0350699V,IPAG RENNES,IPAG RENNES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118360036961136, -1.6674524383967937",3.0,BAC + 3,126,69,57
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351573V,UFR SC JURID,UFR SCIENCES JURIDIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11795556476907, -1.6697200276533222",5.0,BAC + 5,568,409,159
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351573V,UFR SC JURID,UFR SCIENCES JURIDIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11795556476907, -1.6697200276533222",6.0,BAC + 6 et plus,124,64,60
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",1.0,BAC + 1,1149,913,236
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",6.0,BAC + 6 et plus,2286,1444,842
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351577Z,UFR SC PHARM,UFR SC PHARMACEUTIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",1.0,BAC + 1,214,185,29
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351577Z,UFR SC PHARM,UFR SC PHARMACEUTIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",2.0,BAC + 2,89,62,27
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351577Z,UFR SC PHARM,UFR SC PHARMACEUTIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",5.0,BAC + 5,152,111,41
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351580C,UFR SPM,UFR SCIENCES ET PROPRIETES DE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",6.0,BAC + 6 et plus,168,68,100
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351583F,UFR PHILO,UFR PHILOSOPHIE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118812719023005, -1.6453299161943138",1.0,BAC + 1,106,54,52
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351583F,UFR PHILO,UFR PHILOSOPHIE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118812719023005, -1.6453299161943138",2.0,BAC + 2,32,10,22
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0351583F,UFR PHILO,UFR PHILOSOPHIE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118812719023005, -1.6453299161943138",3.0,BAC + 3,47,25,22
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0352076S,UFR SC VIE ENV,UFR SCIENCES VIE ENVIRONNEMENT,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",1.0,BAC + 1,757,481,276
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0352076S,UFR SC VIE ENV,UFR SCIENCES VIE ENVIRONNEMENT,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",3.0,BAC + 3,531,381,150
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0352076S,UFR SC VIE ENV,UFR SCIENCES VIE ENVIRONNEMENT,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",5.0,BAC + 5,182,114,68
2022,Universités,Public,0353074B,UR (EPE),UNIVERSITE,DE RENNES (EPE),0352815V,UFR INFORM ELE,UFR INFORMATIQUE ELECTRONIQUE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",6.0,BAC + 6 et plus,255,55,200
2023,"Écoles de commerce, gestion et vente",Privé,0353022V,EC TECH SUP PR,ECOLE TECHNIQUE SUPERIEURE PRI,IMSI - RENNES,0353022V,EC TECH SUP PR,ECOLE TECHNIQUE SUPERIEURE PRI,IMSI - RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1318432054475, -1.7065205826837138",2.0,BAC + 2,3,2,1
2023,"Écoles de commerce, gestion et vente",Privé,0353093X,ETAB. SUP. PRI,ECOLE SUPERIEURE PRIVEE,ECOLE DE COMMERCE EUROPEENNE D,0353093X,ETAB. SUP. PRI,ECOLE SUPERIEURE PRIVEE,ECOLE DE COMMERCE EUROPEENNE D,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1057634623711, -1.6647714829666116",1.0,BAC + 1,14,4,10
2023,Écoles normales supérieures,Public,0353074B,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,0352440M,ENS RENNES,ECOLE NORMALE SUP RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",6.0,BAC + 6 et plus,20,6,14
2023,Écoles d'ingénieurs,Privé,0292125C,ISEN YNCREA OU,ISEN YNCREA OUEST,ISEN YNCREA OUEST,0352824E,ISEN RENNES,ISEN YNCREA OUEST,ISEN YNCREA OUEST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12028584027187, -1.6277593949833185",1.0,BAC + 1,10,1,9
2023,Écoles d'ingénieurs,Public,0292355C,IMT ATLANTIQUE,IMT ATLANTIQUE BREST,INSTITUT MINES-TELECOM,0352402W,IMT ATLANTIQUE,IMT ATLANTIQUE RENNES,IMT ATLANTIQUE BREST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12028112839701, -1.6293703976683263",6.0,BAC + 6 et plus,17,3,14
2023,Écoles d'ingénieurs,Public,0352480F,ENSAI,ECOLE NAT STATISTIQUE ANALYSE,nan,0352480F,ENSAI,ECOLE NAT STATISTIQUE ANALYSE,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",3.0,BAC + 3,153,45,108
2023,Écoles d'ingénieurs,Public,0352480F,ENSAI,ECOLE NAT STATISTIQUE ANALYSE,nan,0352480F,ENSAI,ECOLE NAT STATISTIQUE ANALYSE,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",6.0,BAC + 6 et plus,16,2,14
2023,Écoles d'ingénieurs,Public,0353074B,ENSC RENNES,ENS CHIMIE RENNES,nan,0350077U,ENSC RENNES,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",1.0,BAC + 1,131,77,54
2023,Écoles d'ingénieurs,Public,0353074B,ENSC RENNES,ENS CHIMIE RENNES,nan,0350077U,ENSC RENNES,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",3.0,BAC + 3,81,53,28
2023,Écoles d'ingénieurs,Public,0353074B,INSA RENNES,INSTITUT NATIONAL SCIENCES APP,nan,0350097R,INSA RENNES,INSTITUT NATIONAL SCIENCES APP,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1215800418907, -1.6329696980490491",1.0,BAC + 1,287,97,190
2023,Écoles d'ingénieurs,Public,0353074B,INSA RENNES,INSTITUT NATIONAL SCIENCES APP,nan,0350097R,INSA RENNES,INSTITUT NATIONAL SCIENCES APP,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1215800418907, -1.6329696980490491",4.0,BAC + 4,395,123,272
2023,Écoles d'ingénieurs,Public,0912408Y,CENTRALESUPELE,CENTRALESUPELEC GIF SUR YVETTE,nan,0351781W,CENTRALSUP REN,CENTRALESUPELEC (RENNES),CENTRALESUPELEC GIF SUR YVETTE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12528088673523, -1.6228804679299829",3.0,BAC + 3,58,5,53
2023,Écoles d'ingénieurs,Public,0912408Y,CENTRALESUPELE,CENTRALESUPELEC GIF SUR YVETTE,nan,0351781W,CENTRALSUP REN,CENTRALESUPELEC (RENNES),CENTRALESUPELEC GIF SUR YVETTE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12528088673523, -1.6228804679299829",6.0,BAC + 6 et plus,28,6,22
2023,Écoles juridiques et administratives,Privé,0352479E,EC SUP PR,ECOLE DES AVOCATS,DU GRAND OUEST,0352479E,EC SUP PR,ECOLE DES AVOCATS,DU GRAND OUEST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04586069281472, -1.7417901230933945",4.0,BAC + 4,188,136,52
2023,Écoles juridiques et administratives,Privé,0352479E,EC SUP PR,ECOLE DES AVOCATS,DU GRAND OUEST,0352479E,EC SUP PR,ECOLE DES AVOCATS,DU GRAND OUEST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04586069281472, -1.7417901230933945",5.0,BAC + 5,141,96,45
2023,Lycées,Privé,0350776D,LPO PR,LYCEE POLYVALENT PRIVE,ST VINCENT-PROVIDENCE,0350776D,LPO PR,LYCEE POLYVALENT PRIVE,ST VINCENT-PROVIDENCE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11372191282088, -1.6638200409477635",1.0,BAC + 1,84,32,52
2023,Lycées,Privé,0350776D,LPO PR,LYCEE POLYVALENT PRIVE,ST VINCENT-PROVIDENCE,0350776D,LPO PR,LYCEE POLYVALENT PRIVE,ST VINCENT-PROVIDENCE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11372191282088, -1.6638200409477635",2.0,BAC + 2,90,40,50
2023,Lycées,Privé,0350783L,LGT PR,LYCEE GEN.ET TECHNOL.PRIVE,ST MARTIN QUARTIER STE GENEVIE,0350783L,LGT PR,LYCEE GEN.ET TECHNOL.PRIVE,ST MARTIN QUARTIER STE GENEVIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09905569538576, -1.6854604057056213",2.0,BAC + 2,14,12,2
2023,Lycées,Privé,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11924520129082, -1.6540806074427077",1.0,BAC + 1,239,174,65
2023,Lycées,Privé,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11924520129082, -1.6540806074427077",3.0,BAC + 3,20,19,1
2023,Lycées,Public,0350029S,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JOLIOT-CURIE,0350029S,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JOLIOT-CURIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12568718627173, -1.648130602070236",2.0,BAC + 2,175,20,155
2023,Lycées,Public,0350031U,LP LYC METIER,LP LYCEE DES METIERS,JEAN JAURES,0350031U,LP LYC METIER,LP LYCEE DES METIERS,JEAN JAURES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.0923865526355, -1.6879355434525904",1.0,BAC + 1,10,1,9
2023,Lycées,Public,0351907H,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,RENE DESCARTES,0351907H,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,RENE DESCARTES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.08839577196922, -1.6428793424832282",2.0,BAC + 2,84,52,32
2023,Lycées,Public,0352009U,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,VICTOR ET HELENE BASCH,0352009U,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,VICTOR ET HELENE BASCH,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12658429302272, -1.6893397892166613",2.0,BAC + 2,140,59,81
2017,"Écoles de commerce, gestion et vente",Privé,0352305R,ESC RENNES,ECOLE SUPERIEURE DE COMMERCE,RENNES,0352305R,ESC RENNES,ECOLE SUPERIEURE DE COMMERCE,RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12779921760532, -1.6925593713792177",,,3489,1843,1646
2017,Écoles normales supérieures,Public,0352440M,ENS RENNES,ECOLE NORMALE SUP RENNES,,0352440M,ENS RENNES,ECOLE NORMALE SUP RENNES,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.043311109384184, -1.7505500142218064",,,456,146,310
2017,Écoles d'ingénieurs,Public,0292355C,IMT ATLANTIQUE,IMT ATLANTIQUE BREST,INSTITUT MINES-TELECOM,0352402W,IMT ATLANTIQUE,IMT ATLANTIQUE RENNES,IMT ATLANTIQUE BREST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12028112839701, -1.6293703976683263",,,56,17,39
2017,Écoles d'ingénieurs,Public,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",,,395,144,251
2017,Lycées,Privé,0350783L,LGT PR,LYCEE GEN.ET TECHNOL.PRIVE,ST MARTIN QUARTIER STE GENEVIE,0350783L,LGT PR,LYCEE GEN.ET TECHNOL.PRIVE,ST MARTIN QUARTIER STE GENEVIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.09905569538576, -1.6854604057056213",,,43,32,11
2017,Lycées,Privé,0350805K,ECP PR,ECOLE TECHNIQUE PRIVEE,CHANTAL LE COZIC,0350805K,ECP PR,ECOLE TECHNIQUE PRIVEE,CHANTAL LE COZIC,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1053780777385, -1.652000209421197",,,123,117,6
2017,Lycées,Privé,0351047Y,LEAP,LYCEE AGRICOLE PRIVE,ST EXUPERY - RENNES,0351047Y,LEAP,LYCEE AGRICOLE PRIVE,ST EXUPERY - RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.13189896626697, -1.7111699381214773",,,94,34,60
2017,Lycées,Privé,0352881S,LP,IMIE BRUZ,IMIE,0352881S,LP,IMIE BRUZ,IMIE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04956116533435, -1.742779416876472",,,18,0,18
